Strategy,Avg. Baseline %HITS@N,Avg. Reform %HITS@N,% Imp. %HITS@N,Avg. Baseline MAP,Avg. Reform MAP,% Imp. MAP,Avg. Baseline MRR,Avg. Reform MRR,% Imp. MRR
T_OB*T_OTHER*CODE*EB,0.2279305897,0.2054023175,-0.0988383011,0.058586386,0.0729316114,0.244855953,0.0744906485,0.0926678424,0.2440198101
BLIZZARD--T_OB*T_TITLE*S2R*CODE*T_EB,0.2279305897,0.2053974918,-0.0988594728,0.058586386,0.0711194727,0.2139248971,0.0744906485,0.0937556498,0.2586230845
BLIZZARD--CODE*EB,0.2279305897,0.2053361354,-0.0991286616,0.058586386,0.0686597541,0.1719404238,0.0744906485,0.0935052084,0.2552610331
BLIZZARD--T_OB*OTHER*T_TITLE*EB,0.2279305897,0.2053357024,-0.0991305615,0.058586386,0.0668480486,0.1410167628,0.0744906485,0.0842820113,0.1314441877
T_OB*T_S2R*CODE*EB,0.2279305897,0.2052308709,-0.0995904886,0.058586386,0.0733016414,0.2511719251,0.0744906485,0.0922713782,0.2386974745
BLIZZARD--T_OB*T_OTHER*S2R,0.2279305897,0.2052122726,-0.0996720849,0.058586386,0.0629718402,0.0748544923,0.0744906485,0.0802627156,0.0774871375
BLIZZARD--OTHER*T_TITLE*S2R*CODE*EB,0.2279305897,0.2050447115,-0.1004072258,0.058586386,0.0663747419,0.1329379803,0.0744906485,0.0845665135,0.1352634892
T_OB*T_OTHER*T_S2R*CODE*T_EB,0.2279305897,0.2049608477,-0.1007751615,0.058586386,0.071528331,0.220903623,0.0744906485,0.0890838793,0.1959068843
S2R*CODE,0.2279305897,0.2048902488,-0.1010849001,0.058586386,0.0680409336,0.1613778925,0.0744906485,0.085948639,0.1538178377
T_TITLE*T_OTHER*S2R*CODE,0.2279305897,0.2048729355,-0.1011608587,0.058586386,0.0697454551,0.1904720493,0.0744906485,0.0874998043,0.1746414631
BLIZZARD--OTHER*T_TITLE*S2R*EB,0.2279305897,0.2048523285,-0.101251268,0.058586386,0.065816949,0.1234171191,0.0744906485,0.0831701053,0.1165174017
T_TITLE*T_OTHER*T_S2R*CODE*EB,0.2279305897,0.2047684519,-0.1016192597,0.058586386,0.0713097038,0.2171719166,0.0744906485,0.0894965828,0.201447223
BLIZZARD--T_OB*T_TITLE*T_OTHER*T_S2R*T_EB,0.2279305897,0.2045933232,-0.102387602,0.058586386,0.0671255667,0.1457536683,0.0744906485,0.0844311289,0.1334460177
BLIZZARD--T_TITLE*T_S2R*EB,0.2279305897,0.2044878433,-0.102850374,0.058586386,0.0756834621,0.2918267745,0.0744906485,0.0961298897,0.2904960778
T_TITLE*T_OTHER*S2R,0.2279305897,0.2044827739,-0.102872615,0.058586386,0.0626633818,0.0695894732,0.0744906485,0.0786582742,0.0559483073
T_TITLE*T_OTHER*T_S2R*T_EB,0.2279305897,0.2044632233,-0.1029583895,0.058586386,0.0634808013,0.0835418533,0.0744906485,0.0803320875,0.0784184212
BLIZZARD--T_OB*OTHER*T_TITLE*T_S2R*CODE*T_EB,0.2279305897,0.2044175545,-0.103158752,0.058586386,0.065918125,0.1251440723,0.0744906485,0.0830845513,0.1153688816
T_OB*T_TITLE*T_S2R*EB,0.2279305897,0.2042813439,-0.103756349,0.058586386,0.0622138803,0.0619170161,0.0744906485,0.079407005,0.0659996476
BLIZZARD--T_OB*T_TITLE*T_OTHER*CODE*T_EB,0.2279305897,0.2042737736,-0.1037895621,0.058586386,0.0658749273,0.12440674,0.0744906485,0.0865279012,0.1615941453
TITLE*T_OB*OTHER*S2R,0.2279305897,0.2042391435,-0.1039414947,0.058586386,0.054785397,-0.0648783674,0.0744906485,0.0692601127,-0.0702173476
BLIZZARD--T_TITLE*T_S2R*CODE,0.2279305897,0.2041901043,-0.1041566446,0.058586386,0.0750741323,0.2814262382,0.0744906485,0.0988033467,0.3263859121
BLIZZARD--T_TITLE*S2R*CODE*T_EB,0.2279305897,0.2041713617,-0.1042388739,0.058586386,0.0717002616,0.2238382736,0.0744906485,0.0939635863,0.2614145294
BLIZZARD--T_OB*OTHER*T_TITLE*CODE*T_EB,0.2279305897,0.2041663612,-0.1042608126,0.058586386,0.0640400587,0.0930877119,0.0744906485,0.0808217389,0.0849917485
TITLE*T_OB*OTHER*S2R*T_EB,0.2279305897,0.2041191125,-0.1044681069,0.058586386,0.054776581,-0.0650288463,0.0744906485,0.0694721915,-0.067370295
T_OTHER*S2R*CODE*T_EB,0.2279305897,0.2040022944,-0.1049806231,0.058586386,0.0671033567,0.1453745701,0.0744906485,0.0841728839,0.1299792066
TITLE*T_OB*OTHER*CODE,0.2279305897,0.203941214,-0.1052486009,0.058586386,0.0573526415,-0.0210585534,0.0744906485,0.0714664491,-0.0405983763
BLIZZARD--T_TITLE*S2R,0.2279305897,0.2038146366,-0.1058039341,0.058586386,0.0715777682,0.2217474578,0.0744906485,0.0927823124,0.2455565136
T_S2R*CODE*EB,0.2279305897,0.2037433968,-0.1061164845,0.058586386,0.0715877194,0.2219173123,0.0744906485,0.0905588329,0.2157074043
BLIZZARD--T_OB*T_OTHER*T_S2R*CODE*T_EB,0.2279305897,0.2037399427,-0.1061316387,0.058586386,0.0650611091,0.110515829,0.0744906485,0.0847555695,0.1378014726
T_OB*T_TITLE*T_OTHER*T_S2R*CODE,0.2279305897,0.2036234447,-0.1066427505,0.058586386,0.0721928677,0.2322464746,0.0744906485,0.0893446643,0.1994077931
TITLE*T_OB*OTHER*CODE*T_EB,0.2279305897,0.203552845,-0.1069524924,0.058586386,0.0573273714,-0.0214898835,0.0744906485,0.0716385933,-0.0382874257
BLIZZARD--T_OB*OTHER*T_S2R*CODE*EB,0.2279305897,0.203543164,-0.1069949659,0.058586386,0.0669618547,0.1429592993,0.0744906485,0.0841517709,0.1296957754
TITLE*OTHER*S2R*CODE*EB,0.2279305897,0.2034519771,-0.1073950304,0.058586386,0.0571378947,-0.0247240257,0.0744906485,0.0720992493,-0.0321033472
BLIZZARD--T_OB*OTHER*CODE*EB,0.2279305897,0.2034365359,-0.1074627753,0.058586386,0.0652268275,0.1133444455,0.0744906485,0.0821034636,0.1021982661
BLIZZARD--T_OB*T_S2R*CODE*EB,0.2279305897,0.2034347686,-0.1074705293,0.058586386,0.0717051373,0.2239214969,0.0744906485,0.0939333217,0.2610082421
T_OB*T_S2R*EB,0.2279305897,0.2033805899,-0.1077082275,0.058586386,0.0611981152,0.044579113,0.0744906485,0.0782542565,0.0505245708
BLIZZARD--T_OB*CODE*EB,0.2279305897,0.2033786556,-0.1077167137,0.058586386,0.0685242594,0.1696276895,0.0744906485,0.0909754658,0.2213004947
TITLE*T_OB*OTHER*T_S2R*CODE,0.2279305897,0.2032825397,-0.1081384034,0.058586386,0.0579801247,-0.0103481601,0.0744906485,0.0725852651,-0.0255788265
TITLE*T_OB*OTHER*T_S2R*CODE*T_EB,0.2279305897,0.2031023436,-0.1089289778,0.058586386,0.0578671164,-0.012277078,0.0744906485,0.0726479693,-0.024737054
T_OB*T_TITLE*CODE*EB,0.2279305897,0.2030417779,-0.1091946977,0.058586386,0.0739525772,0.2622826263,0.0744906485,0.0934360812,0.2543330355
T_OB*T_TITLE*T_OTHER*T_S2R,0.2279305897,0.202997718,-0.1093880018,0.058586386,0.0653500702,0.1154480515,0.0744906485,0.0809630639,0.0868889664
BLIZZARD--T_S2R*EB,0.2279305897,0.2029872196,-0.1094340612,0.058586386,0.0723905205,0.2356201736,0.0744906485,0.0906657628,0.2171428855
BLIZZARD--T_OTHER*S2R*CODE*EB,0.2279305897,0.2029278678,-0.1096944555,0.058586386,0.0666478698,0.1375999492,0.0744906485,0.0878898708,0.1798779119
BLIZZARD--T_OTHER*S2R*EB,0.2279305897,0.202877812,-0.1099140653,0.058586386,0.0640926366,0.093985154,0.0744906485,0.0821718185,0.1031158965
BLIZZARD--S2R*CODE*EB,0.2279305897,0.2028732892,-0.1099339082,0.058586386,0.0715838419,0.2218511279,0.0744906485,0.0952161631,0.2782297514
T_OTHER*S2R*T_EB,0.2279305897,0.2027502842,-0.110473568,0.058586386,0.0601418584,0.0265500656,0.0744906485,0.0761082029,0.0217148662
BLIZZARD--T_OB*OTHER*T_TITLE*T_S2R*CODE,0.2279305897,0.2025891078,-0.1111806973,0.058586386,0.0649293617,0.1082670571,0.0744906485,0.0820921391,0.1020462405
BLIZZARD--T_OB*S2R*CODE*T_EB,0.2279305897,0.202523702,-0.1114676522,0.058586386,0.0689400172,0.1767241824,0.0744906485,0.0915463484,0.2289643093
BLIZZARD--T_OB*T_TITLE*T_OTHER*CODE,0.2279305897,0.2024984828,-0.1115782963,0.058586386,0.0648211796,0.1064205181,0.0744906485,0.0852489122,0.1444243532
T_TITLE*T_S2R*EB,0.2279305897,0.2024010709,-0.1120056717,0.058586386,0.0640695267,0.0935906969,0.0744906485,0.0806256571,0.0823594477
BLIZZARD--T_OB*T_TITLE*T_OTHER*T_S2R,0.2279305897,0.2023590495,-0.112190032,0.058586386,0.0658711349,0.124342007,0.0744906485,0.0830056193,0.1143092589
BLIZZARD--T_OB*OTHER*T_TITLE*CODE,0.2279305897,0.2023209239,-0.1123573007,0.058586386,0.0631475835,0.0778542209,0.0744906485,0.0797837493,0.071057253
BLIZZARD--T_OB*OTHER*T_TITLE*T_S2R*T_EB,0.2279305897,0.2022655538,-0.112600226,0.058586386,0.0657483361,0.1222459783,0.0744906485,0.0829352398,0.1133644496
BLIZZARD--OTHER*T_TITLE*S2R*CODE*T_EB,0.2279305897,0.2022568126,-0.1126385764,0.058586386,0.0638798246,0.0903527068,0.0744906485,0.0816553263,0.0961822458
TITLE*T_OB*OTHER*EB,0.2279305897,0.2022235127,-0.1127846728,0.058586386,0.0541548322,-0.0756413596,0.0744906485,0.0678481224,-0.0891726166
T_OB*S2R*CODE,0.2279305897,0.2021994923,-0.1128900577,0.058586386,0.0652562187,0.1138461182,0.0744906485,0.0830543141,0.1149629628
TITLE*T_OB*OTHER*T_S2R*EB,0.2279305897,0.2020826439,-0.1134027067,0.058586386,0.0548716415,-0.0634062762,0.0744906485,0.0689265133,-0.0746957544
BLIZZARD--T_OB*S2R*CODE,0.2279305897,0.2020501,-0.1135454865,0.058586386,0.0681964752,0.1640328028,0.0744906485,0.0905423889,0.215486652
BLIZZARD--T_TITLE*T_OTHER*T_S2R*CODE,0.2279305897,0.2019277409,-0.1140823127,0.058586386,0.068786568,0.1741049862,0.0744906485,0.0914720646,0.2279670863
T_OB*T_TITLE*S2R*T_EB,0.2279305897,0.2018831403,-0.114277989,0.058586386,0.0600359554,0.0247424266,0.0744906485,0.075924788,0.0192526117
BLIZZARD--T_OB*T_TITLE*T_OTHER*T_EB,0.2279305897,0.2018168096,-0.1145690017,0.058586386,0.0654851069,0.1177529674,0.0744906485,0.0829647382,0.1137604504
BLIZZARD--T_TITLE*T_OTHER*CODE,0.2279305897,0.2017548422,-0.1148408711,0.058586386,0.0682042055,0.1641647505,0.0744906485,0.0919924236,0.2349526476
T_TITLE*T_OTHER*EB,0.2279305897,0.2017369896,-0.1149191958,0.058586386,0.0606904969,0.0359146723,0.0744906485,0.0784763713,0.0535063519
BLIZZARD--T_OB*OTHER*EB,0.2279305897,0.2016558546,-0.1152751596,0.058586386,0.0653565394,0.115558474,0.0744906485,0.0824948745,0.1074527634
T_S2R*T_EB,0.2279305897,0.2016545161,-0.1152810319,0.058586386,0.0607457377,0.0368575671,0.0744906485,0.0758438892,0.018166585
T_OB*T_TITLE*T_OTHER*T_EB,0.2279305897,0.2015971942,-0.1155325202,0.058586386,0.0633590306,0.0814633721,0.0744906485,0.0796424655,0.0691605878
T_OB*T_TITLE*T_OTHER*CODE*T_EB,0.2279305897,0.2015913426,-0.1155581931,0.058586386,0.0701611662,0.1975677452,0.0744906485,0.0876235571,0.1763027834
BLIZZARD--T_OB*OTHER*T_S2R*EB,0.2279305897,0.2015884747,-0.1155707755,0.058586386,0.0668328525,0.140757384,0.0744906485,0.084226142,0.1306941702
BLIZZARD--S2R*CODE,0.2279305897,0.2015831941,-0.1155939432,0.058586386,0.0706397704,0.2057369495,0.0744906485,0.0934771857,0.2548848421
T_OB*CODE*EB,0.2279305897,0.2015515535,-0.1157327597,0.058586386,0.0726015745,0.239222615,0.0744906485,0.091991174,0.2349358732
T_S2R,0.2279305897,0.2014663059,-0.1161067666,0.058586386,0.0554090237,-0.0542338002,0.0744906485,0.0695843952,-0.0658640162
TITLE*OTHER*T_S2R*CODE*EB,0.2279305897,0.2013045926,-0.1168162517,0.058586386,0.0562626939,-0.0396626634,0.0744906485,0.0702228166,-0.0572935261
BLIZZARD--T_OB*OTHER*S2R*CODE,0.2279305897,0.2012982326,-0.1168441547,0.058586386,0.0621649809,0.0610823628,0.0744906485,0.0795513524,0.0679374399
BLIZZARD--T_OB*T_OTHER*T_S2R*T_EB,0.2279305897,0.2012543373,-0.1170367366,0.058586386,0.0641264784,0.0945627945,0.0744906485,0.080535803,0.0811532
S2R*T_EB,0.2279305897,0.2012257724,-0.1171620594,0.058586386,0.0635891329,0.0853909451,0.0744906485,0.0790342322,0.0609953572
BLIZZARD--T_TITLE*CODE*T_EB,0.2279305897,0.2011207342,-0.1176228936,0.058586386,0.068391481,0.1673613216,0.0744906485,0.0902705522,0.2118373782
BLIZZARD--T_TITLE*T_OTHER,0.2279305897,0.2009512508,-0.1183664682,0.058586386,0.0644813538,0.1006200962,0.0744906485,0.085930335,0.1535721159
TITLE*OTHER*S2R*CODE*T_EB,0.2279305897,0.200913271,-0.1185330968,0.058586386,0.0563049564,-0.0389412934,0.0744906485,0.0710368648,-0.046365332
BLIZZARD--OTHER*T_TITLE*S2R*T_EB,0.2279305897,0.2009084075,-0.1185544345,0.058586386,0.0631883679,0.078550362,0.0744906485,0.080056326,0.0747164592
BLIZZARD--T_TITLE*T_OTHER*T_S2R,0.2279305897,0.200794319,-0.1190549753,0.058586386,0.0653647506,0.1156986288,0.0744906485,0.0851920995,0.1436616712
T_OTHER*T_S2R*EB,0.2279305897,0.2007355821,-0.1193126718,0.058586386,0.060598846,0.0343503005,0.0744906485,0.0776139254,0.0419284426
BLIZZARD--T_OB*OTHER*T_TITLE*T_S2R,0.2279305897,0.2005127198,-0.1202904355,0.058586386,0.0647812832,0.1057395331,0.0744906485,0.0816972269,0.0967447394
BLIZZARD--OTHER*T_TITLE*S2R*CODE,0.2279305897,0.2004940123,-0.1203725111,0.058586386,0.0632543386,0.0796764044,0.0744906485,0.0812145316,0.0902647949
BLIZZARD--T_OB*T_OTHER*T_S2R*CODE,0.2279305897,0.2004787564,-0.1204394432,0.058586386,0.0635590238,0.0848770178,0.0744906485,0.0825695355,0.1084550497
BLIZZARD--T_OB*OTHER*T_TITLE*T_EB,0.2279305897,0.200349532,-0.1210063893,0.058586386,0.0640734273,0.0936572747,0.0744906485,0.0809999041,0.0873835275
BLIZZARD--T_OB*OTHER*CODE*T_EB,0.2279305897,0.2003445245,-0.1210283588,0.058586386,0.0627876262,0.0717101779,0.0744906485,0.0792736398,0.0642092861
BLIZZARD--T_TITLE*T_S2R*CODE*T_EB,0.2279305897,0.2002857089,-0.1212864007,0.058586386,0.0733027725,0.2511912313,0.0744906485,0.0947259573,0.2716489822
BLIZZARD--T_OB*OTHER*T_S2R*CODE*T_EB,0.2279305897,0.200199928,-0.121662747,0.058586386,0.0648156373,0.1063259178,0.0744906485,0.0817758892,0.0978007427
BLIZZARD--T_OB*T_TITLE*T_OTHER,0.2279305897,0.1999005715,-0.1229761141,0.058586386,0.0644044254,0.0993070197,0.0744906485,0.081632535,0.0958762836
T_OB*T_TITLE*T_S2R*CODE*T_EB,0.2279305897,0.1998655539,-0.123129747,0.058586386,0.0713497985,0.2178562857,0.0744906485,0.0886463744,0.1900335971
BLIZZARD--T_OB*T_OTHER*CODE*T_EB,0.2279305897,0.1997591035,-0.1235967769,0.058586386,0.0628019698,0.0719550058,0.0744906485,0.0823381796,0.1053492123
BLIZZARD--T_OB*OTHER*S2R,0.2279305897,0.1996987935,-0.1238613748,0.058586386,0.0623693998,0.0645715505,0.0744906485,0.079492,0.0671406625
TITLE*OTHER*S2R*EB,0.2279305897,0.1996489977,-0.1240798441,0.058586386,0.05419215,-0.0750043888,0.0744906485,0.0678713309,-0.088861055
T_OB*T_OTHER*T_EB,0.2279305897,0.1996403491,-0.1241177878,0.058586386,0.0623551239,0.0643278777,0.0744906485,0.0787054234,0.0565812621
T_OB*S2R*T_EB,0.2279305897,0.1996376305,-0.1241297151,0.058586386,0.0594983036,0.0155653483,0.0744906485,0.0752476728,0.010162676
BLIZZARD--T_OB*T_TITLE*S2R*T_EB,0.2279305897,0.1996070358,-0.1242639436,0.058586386,0.0691111132,0.1796445882,0.0744906485,0.0866939611,0.1638234177
T_TITLE*EB,0.2279305897,0.1995916851,-0.1243312915,0.058586386,0.0627936861,0.0718136121,0.0744906485,0.0798884332,0.0724625815
T_TITLE*S2R*T_EB,0.2279305897,0.1995577649,-0.1244801096,0.058586386,0.0641696099,0.0952989977,0.0744906485,0.0811913315,0.089953345
BLIZZARD--T_OB*T_TITLE*T_S2R*EB,0.2279305897,0.1995309944,-0.1245975598,0.058586386,0.0706027968,0.2051058545,0.0744906485,0.0892049034,0.1975315729
BLIZZARD--T_TITLE*S2R*T_EB,0.2279305897,0.1994772221,-0.1248334752,0.058586386,0.0704458514,0.2024269832,0.0744906485,0.0892808194,0.1985507072
BLIZZARD--OTHER*T_TITLE*T_S2R*EB,0.2279305897,0.1994264424,-0.1250562609,0.058586386,0.0665790136,0.1364246561,0.0744906485,0.0839422809,0.126883476
TITLE*T_OB*OTHER,0.2279305897,0.1993982922,-0.1251797642,0.058586386,0.0533192144,-0.0899043618,0.0744906485,0.0669528578,-0.1011910996
BLIZZARD--T_OB*T_TITLE*S2R,0.2279305897,0.1992335844,-0.125902387,0.058586386,0.0680444318,0.1614376031,0.0744906485,0.0857865807,0.1516422858
TITLE*OTHER*S2R*CODE,0.2279305897,0.1990319373,-0.1267870735,0.058586386,0.0562920232,-0.0391620469,0.0744906485,0.07094457,-0.0476043444
TITLE*T_OB*OTHER*T_S2R,0.2279305897,0.1990143168,-0.1268643798,0.058586386,0.0538837375,-0.0802686225,0.0744906485,0.0678526248,-0.0891121744
BLIZZARD--T_TITLE*T_OTHER*T_S2R*CODE*T_EB,0.2279305897,0.1989869023,-0.1269846555,0.058586386,0.0676842331,0.1552894387,0.0744906485,0.088379863,0.1864558143
BLIZZARD--T_TITLE*T_OTHER*CODE*T_EB,0.2279305897,0.1989821691,-0.1270054212,0.058586386,0.0662903706,0.1314978625,0.0744906485,0.0879548177,0.1807497917
CODE*EB,0.2279305897,0.1989751771,-0.1270360976,0.058586386,0.0659748947,0.1261130631,0.0744906485,0.084844521,0.138995602
BLIZZARD--T_OB*OTHER*T_TITLE,0.2279305897,0.1989595807,-0.1271045233,0.058586386,0.0631488173,0.0778752804,0.0744906485,0.0796546451,0.0693240926
BLIZZARD--T_OB*T_TITLE*T_S2R*CODE*T_EB,0.2279305897,0.198916612,-0.1272930401,0.058586386,0.0695397047,0.1869601358,0.0744906485,0.089454102,0.2008769401
BLIZZARD--OTHER*T_TITLE*T_S2R*CODE*EB,0.2279305897,0.1989165131,-0.127293474,0.058586386,0.066788916,0.1400074398,0.0744906485,0.0844509393,0.1337119634
TITLE*T_OB*OTHER*T_EB,0.2279305897,0.1988285791,-0.1276792671,0.058586386,0.0533349873,-0.0896351369,0.0744906485,0.0669843503,-0.1007683298
T_TITLE*CODE*EB,0.2279305897,0.1988186505,-0.1277228266,0.058586386,0.0700824579,0.1962242867,0.0744906485,0.0890601001,0.1955876595
BLIZZARD--OTHER*T_TITLE*S2R,0.2279305897,0.1987174283,-0.128166919,0.058586386,0.0625819139,0.0681989123,0.0744906485,0.0796134931,0.0687716469
T_TITLE*T_S2R*CODE*T_EB,0.2279305897,0.1986807637,-0.1283277776,0.058586386,0.0711248773,0.214017148,0.0744906485,0.0889491456,0.1940981512
S2R,0.2279305897,0.1986611639,-0.1284137675,0.058586386,0.0579454086,-0.010940723,0.0744906485,0.0726703061,-0.0244371927
BLIZZARD--T_TITLE*T_OTHER*T_S2R*T_EB,0.2279305897,0.1986283073,-0.1285579195,0.058586386,0.0645953658,0.1025661453,0.0744906485,0.0824925446,0.107421486
TITLE*T_OB*OTHER*T_S2R*T_EB,0.2279305897,0.1986250381,-0.1285722625,0.058586386,0.0539029551,-0.079940602,0.0744906485,0.0679432605,-0.0878954349
BLIZZARD--T_TITLE*T_OTHER*T_EB,0.2279305897,0.1985304112,-0.128987419,0.058586386,0.0627685735,0.07138497,0.0744906485,0.081947201,0.1001005188
BLIZZARD--T_TITLE*T_S2R,0.2279305897,0.1984294078,-0.1294305512,0.058586386,0.07170366,0.2238962803,0.0744906485,0.0929177187,0.2473742761
T_OB*EB,0.2279305897,0.1982202917,-0.1303480067,0.058586386,0.0610841561,0.0426339673,0.0744906485,0.0782085795,0.0499113797
T_S2R*CODE*T_EB,0.2279305897,0.1981805796,-0.1305222354,0.058586386,0.0692860046,0.1826297766,0.0744906485,0.0872047111,0.170679983
T_OB*T_TITLE*EB,0.2279305897,0.1981756542,-0.1305438448,0.058586386,0.0618306505,0.0553757399,0.0744906485,0.0789083847,0.0593059171
TITLE*OTHER*T_S2R*CODE*T_EB,0.2279305897,0.1981656246,-0.1305878475,0.058586386,0.0555951921,-0.0510561265,0.0744906485,0.0694722335,-0.0673697317
BLIZZARD--T_OB*T_TITLE*T_S2R*CODE,0.2279305897,0.1980888175,-0.1309248233,0.058586386,0.0688467752,0.1751326522,0.0744906485,0.0888751286,0.1931045097
BLIZZARD--CODE*T_EB,0.2279305897,0.1979973587,-0.1313260808,0.058586386,0.0653263571,0.1150432973,0.0744906485,0.0876882863,0.1771717399
BLIZZARD--T_OB*T_TITLE*CODE*T_EB,0.2279305897,0.1979460709,-0.1315510955,0.058586386,0.066484183,0.1348060094,0.0744906485,0.0866319125,0.1629904463
TITLE*OTHER*T_S2R*EB,0.2279305897,0.1978483863,-0.1319796671,0.058586386,0.0533622884,-0.0891691391,0.0744906485,0.0667301509,-0.1041808306
T_TITLE*T_OTHER*T_S2R*CODE*T_EB,0.2279305897,0.1978112647,-0.132142531,0.058586386,0.0691061453,0.1795597909,0.0744906485,0.0862163439,0.1574116441
BLIZZARD--T_OB*OTHER*T_S2R*T_EB,0.2279305897,0.1977557205,-0.13238622,0.058586386,0.0646555532,0.1035934727,0.0744906485,0.0816714421,0.0963985923
T_OB*T_OTHER*CODE*T_EB,0.2279305897,0.1976346988,-0.1329171787,0.058586386,0.0690896946,0.1792789976,0.0744906485,0.0867957703,0.1651901559
TITLE*OTHER*S2R*T_EB,0.2279305897,0.1974727042,-0.1336278977,0.058586386,0.0531139302,-0.0934083194,0.0744906485,0.0664112261,-0.1084622367
T_TITLE*T_OTHER*T_S2R,0.2279305897,0.1972239446,-0.1347192805,0.058586386,0.0612924512,0.0461893161,0.0744906485,0.0767709304,0.0306116532
BLIZZARD--T_OB*S2R*T_EB,0.2279305897,0.1971431803,-0.1350736179,0.058586386,0.0670804962,0.1449843681,0.0744906485,0.0846180425,0.1359552406
BLIZZARD--T_OTHER*S2R*CODE,0.2279305897,0.1971391139,-0.1350914585,0.058586386,0.0644863758,0.1007058153,0.0744906485,0.0846065638,0.1358011439
BLIZZARD--T_OB*T_S2R*EB,0.2279305897,0.1970932955,-0.1352924777,0.058586386,0.067599969,0.1538511514,0.0744906485,0.0860262176,0.1548592926
BLIZZARD--S2R*T_EB,0.2279305897,0.1970009761,-0.1356975106,0.058586386,0.0682484911,0.1649206534,0.0744906485,0.0849933893,0.1409940847
BLIZZARD--OTHER*T_TITLE*EB,0.2279305897,0.1969530184,-0.1359079152,0.058586386,0.0645634914,0.1020220865,0.0744906485,0.0813606073,0.0922257884
T_OB*T_S2R*CODE*T_EB,0.2279305897,0.1969460327,-0.1359385636,0.058586386,0.0697475316,0.1905074942,0.0744906485,0.0869910985,0.1678123401
BLIZZARD--T_OB*T_OTHER*CODE,0.2279305897,0.1968997748,-0.1361415109,0.058586386,0.0615637888,0.050820728,0.0744906485,0.0807214892,0.0836459454
T_OB*T_TITLE*T_OTHER*CODE,0.2279305897,0.1968502783,-0.1363586673,0.058586386,0.069229793,0.1816703099,0.0744906485,0.0859903524,0.1543778203
BLIZZARD--T_OB*T_TITLE*CODE,0.2279305897,0.1967299553,-0.13688656,0.058586386,0.0654059269,0.1164014594,0.0744906485,0.0855145058,0.1479898149
T_OB*T_TITLE*T_OTHER,0.2279305897,0.1966569367,-0.1372069148,0.058586386,0.0620705777,0.0594710117,0.0744906485,0.0773889263,0.0389079425
BLIZZARD--T_S2R*T_EB,0.2279305897,0.1966150795,-0.1373905548,0.058586386,0.0682147252,0.1643443088,0.0744906485,0.0845206693,0.1346480535
BLIZZARD--OTHER*T_TITLE*CODE*EB,0.2279305897,0.1965672359,-0.1376004591,0.058586386,0.0646580967,0.1036368866,0.0744906485,0.0817709959,0.0977350524
BLIZZARD--T_OB*T_OTHER*T_S2R,0.2279305897,0.1964583332,-0.138078248,0.058586386,0.0595039152,0.0156611323,0.0744906485,0.0751720483,0.0091474539
BLIZZARD--T_OB*T_OTHER*T_EB,0.2279305897,0.1963894583,-0.1383804228,0.058586386,0.0622994564,0.0633776989,0.0744906485,0.0784499696,0.0531519212
T_TITLE*T_OTHER*CODE*EB,0.2279305897,0.1963825318,-0.1384108117,0.058586386,0.0665519913,0.1359634165,0.0744906485,0.0855985952,0.1491186733
TITLE*OTHER*T_S2R*CODE,0.2279305897,0.1963235505,-0.1386695802,0.058586386,0.0555009315,-0.0526650425,0.0744906485,0.0693111372,-0.0695323693
BLIZZARD--T_OB*OTHER*T_EB,0.2279305897,0.1962237192,-0.1391075703,0.058586386,0.0628500929,0.0727764101,0.0744906485,0.0795136387,0.0674311519
T_OB*T_TITLE*CODE*T_EB,0.2279305897,0.1960680801,-0.1397904055,0.058586386,0.0704648657,0.2027515346,0.0744906485,0.0880897522,0.1825612203
T_OB*T_TITLE*S2R,0.2279305897,0.1960509406,-0.1398656018,0.058586386,0.0592519512,0.0113604068,0.0744906485,0.0748864782,0.0053138172
T_OB*T_OTHER*T_S2R*CODE,0.2279305897,0.1960137338,-0.1400288392,0.058586386,0.0657583749,0.1224173285,0.0744906485,0.0825888866,0.1087148295
T_OTHER*S2R*CODE,0.2279305897,0.1960027297,-0.1400771175,0.058586386,0.0616062575,0.0515456177,0.0744906485,0.0776638753,0.0425989954
BLIZZARD--OTHER*T_TITLE*T_S2R*CODE*T_EB,0.2279305897,0.1959774873,-0.1401878637,0.058586386,0.0645540928,0.1018616635,0.0744906485,0.0821896139,0.103354791
T_OTHER*T_S2R*CODE*EB,0.2279305897,0.1959324413,-0.1403854939,0.058586386,0.0668229758,0.1405888007,0.0744906485,0.0848294207,0.1387928874
CODE,0.2279305897,0.1957665872,-0.1411131456,0.058586386,0.0600383378,0.024783092,0.0744906485,0.0770186612,0.0339373167
BLIZZARD--T_OB*S2R,0.2279305897,0.1956640401,-0.1415630507,0.058586386,0.0624832641,0.0665150786,0.0744906485,0.0796556853,0.0693380565
BLIZZARD--T_OTHER*S2R*CODE*T_EB,0.2279305897,0.1956206804,-0.1417532824,0.058586386,0.0630986633,0.0770192108,0.0744906485,0.0820594387,0.1016072538
TITLE*OTHER*S2R,0.2279305897,0.1955681036,-0.1419839528,0.058586386,0.053151585,-0.0927655966,0.0744906485,0.0664596705,-0.107811895
BLIZZARD--T_OB*T_TITLE*EB,0.2279305897,0.1955352301,-0.142128179,0.058586386,0.068303201,0.1658544865,0.0744906485,0.0870832195,0.1690490182
